Author,Reviews,Location,Ratings,Review Title,Review Text,Date of Experience
Sonia,1,US,5,The app is so easy to use it’s so…,The app is so easy to use it’s so convenient and I love that it notifies you when they pick up the transfer,2023-09-30
Aluisos,2,GB,1,That’s great 😀,No review text,2023-10-02
Craig,1,US,5,Your on-line app is easy to use,No review text,2023-09-08
MOHAMED ELAREM,7,GB,5,5 stars I can't say no more,No review text,2023-10-02
AnnaMaria Kivader,2,GB,5,The best!,The best!Rapid și sigur.,2023-10-02
Customer,7,GB,4,Easy and quick,Easy to do and if any issues they are usually easy to sort with a quick check on the app or a phone call,2023-09-22
Stevenphyra,3,US,5,It is convenient and fast,It is convenient and fast. I love it.,2023-10-02
Hanna,1,US,5,"Fast, great service","Fast, secured.",2023-09-30
Michael,1,US,5,I made a mistake in acct numbers and…,I made a mistake in acct numbers and Moneygrams reps were kind to solve to there best of there ability as well other times i needed service I always was treated good.,2023-09-06
Zohra,1,US,5,It's really easy way to send money to…,It's really easy way to send money to your friends and family,2023-10-02
John,1,US,2,"Do not expect a fast delivery to the bank, no matter what they tell you.","When processing your send of money, the app says 2 to 3 business days to send it, when in reality it is a week (more than 5 business days), until it finally gets to the ""delivered status"", which at that time, is waiting on the banks.  The one prior to my last, took nearly 10 days, and there is no method to find out what the hold up is, what I do know, is that it was not at my bank as the money was transferred out quickly and just sat with Moneygram.",2023-09-05
S.r.,1,US,2,Easy access  and competitive  pricing,It was  challenging.Transaction  took a long time to complete.I still think fees are too expensive!,2023-09-28
Nesma,11,DE,5,My favorite money transfer service,My favorite money transfer service. Highly recommended,2023-10-02
Cindy Dorsette,7,GB,5,Quick and easy,Quick and easy. If there was a problem I had access to help and it was sorted immediately. No complication. Simplicity at it's best.,2023-07-28
Sawssen,1,US,5,I like this application it’s quick and…,I like this application it’s quick and Trusted❤️,2023-09-24
MOTAWEH AL ASSAAD,2,GB,5,Excellent service and company always…,Excellent service and company always moving forward to serve our customers,2023-10-02
Ruben Varela,16,US,5,Sending money to Mexico,It’s easy to use,2023-09-30
YONATHAN G,3,US,5,Flawless service,No review text,2023-09-18
Tamara SOKOLOVA-STAROSTA,7,US,5,Tamara S,"great experience, thank uuuuuuuuuuuuuuuuuuuuuuu",2023-09-30
ADESH SHARMA,2,US,5,Flawless Transfer Of Money,"I send a small amount to my family every month, the Transaction goes through flawlessly.",2023-10-01
Maurengo,10,GB,5,Excellent service,No review text,2023-09-27
Gregory Dorval,2,US,5,Fastest service ever,It’s always fast and easy to do it with MoneyGram.,2023-09-11
Yamin,1,US,5,Money Gram makes the transaction more…,Money Gram makes the transaction more easier than ever. And it takes less paper works to fill out.,2023-09-30
Evermore,1,US,5,Whenever I hd some problems they’re…,Whenever I hd some problems they’re qwikly solved,2023-04-14
Delian,1,GB,5,👍 good service,No review text,2023-09-22
William Hannigan,1,GB,5,Sent money from UK to New Zealand,"Sent money from UK to New Zealand.  So easy to use, arrived straight away and picked up from a Foreign Exchange Bureau.  Would definitely recommend!!",2023-09-15
Serhii,1,US,5,"With MoneyGram, transfer money faster than a cup of coffee +…",Clear and easy to use application + fast money transfer.,2023-10-01
Nidal,1,LB,5,Very good service,"Very good service, and excellent rate,fare charges and easy app.",2023-10-02
Sam,6,GB,1,Not happy with transaction fees,No review text,2023-10-01
Kristina,1,US,5,Quick and easy .,No review text,2023-09-24
Kedeane,5,GB,5,Easy online transfer,No review text,2023-10-02
Britta,2,US,5,Fast n accurate,"Very secure, trust your company will continue to be our great services, and kept our profile low,, very convenient as we use our phone app and delivery is sufficient.",2023-10-02
daniel,2,US,5,"They are very professional,excellent…","They are very professional,excellent services!Thanks!",2023-09-12
Judy,3,US,5,Quick and easy verification,No review text,2023-09-29
Nadiyah,1,GB,5,It’s reliable,"It’s reliable, safe, and transfers are made quick and easy ..",2023-10-02
Yaquim,1,GB,5,For me  money gram  is great cause I…,For me  money gram  is great cause I use this apps many years ago until now but very well,2023-10-03
james kerr,5,GB,5,No problem with your service.,No problem with your service.All good 👍,2023-09-28
Valentin,1,US,5,Easy procedure,No review text,2023-09-29
Mr. Robert Lillyman,25,GB,5,Very easy and uncomplicated,Sending money abroad is very easy and uncomplicated with Moneygram. I have been using this service for several years to send money to people that I know personally in different countries who have difficulty in accessing bank accounts due to their individual circumstances.  The service is very quick and reliable.,2023-09-11
Anthony,1,US,5,Professionalism,"Professionalism, dependability ,safe transmission of funds and low cost charges.",2023-10-02
Rashad,1,US,5,Nice service and fast,Nice service,2023-10-02
Ekrano,1,GB,4,"Great service,",No review text,2023-08-01
susana,11,US,5,Easy and convenient to send money to my love ones,Been with money gram a long time  I love the ease and fat finding !,2023-10-01
Ian Nigel,1,GB,5,Excellent service,No review text,2023-09-20
Noshay,1,GB,5,Great service,I love sending money through MoneyGram.. it’s fast and super convenient.. they give the good rate exchange as well..,2023-09-14
Mohammed,1,US,5,I like to use MoneyGram,I been using this app more than 2 years and I really like it coz it’s so easy to use and fast,2023-10-02
Ninjaron,4,US,5,Excellent service and on-time delivery,Excellent service and on-time delivery. The money was available the very same day. Thanks,2023-10-02
Bindu,1,US,5,MoneyGram has always been my best…,"MoneyGram has always been my best option for sending money, my family has no issues with receiving the money I sent them.",2023-10-02
Araceli Martinez,1,US,5,Great and easy,No review text,2023-09-20
Nancy,1,US,5,MoneyGram is fast and easy,MoneyGram is fast and easy. I can send transfer anywhere and it's there in no time. Do it from home and not have to go out. Great Service.,2023-09-11
Ana,1,GB,5,Because money gram Is quick and easy to…,Because money gram Is quick and easy to pickup.. Thanks,2023-10-02
Nelle,2,GB,2,Experienced very poor customer service…,Experienced very poor customer service from a representative in Jamaica. They called asking me a lot of inappropriate questions and refused to state their name. They then refused to pay out the money to the recipient. This has put me off from using this service in the future.,2023-09-21
Adrian,1,US,5,Fast and reliable app for send money,No review text,2023-09-23
epifania belo,2,GB,5,Thats easy and fast to sent money.,"This app very helpful and easy to use, do not need go out to sent money.",2023-09-11
Kokouvi Thomas,1,US,5,The service was fast and easy..,The service was fast and easy... I recommend Money gram because in case you have an issue it is easy to fix...,2023-09-20
Thomas,1,US,4,I do enjoyed sending money to my…,I do enjoyed sending money to my country through you. The fact the receipt is send to received person and also by the mobile phone is fantastic. But the availability of the cash at the time being (instantly) is to be ameliorate. Thanks,2023-09-10
MrsMarieKamara,2,GB,5,It’s Great.,It’s Great.It’s fast to send money online.,2023-10-02
Courtney,1,US,5,Quick and efficient,No review text,2023-09-29
Skip,1,US,5,Reliability,I have used MoneyGram services several times. I am always impressed with the accuracy and timeliness of the transactions are used to deal with Western Union but they are so peculiar and unprofessional. Western Union needs training guidelines from MoneyGram. Thank you for excellent service.,2023-09-19
Veronica Fernandes Barreto,2,GB,5,Helpful and doing well 💯,No review text,2023-09-28
Brent,1,US,5,In the last couple years,"In the last couple years, I have found MG to be a quick and seamless way to transfer funds. They've made clear options for me to transfer to credit accounts and from a debit account, so that costs are lower. And the discounts are nice when they reduce the fees further. in several dozen transfers, we've not had an issue on either end.",2023-09-30
Michael,1,US,5,Fast,"Fast, reliable, but expensive",2023-10-01
VMilton,2,US,5,No problems,Everything went through with no problems and confirmation was available quickly.,2023-09-16
Margaret,1,GB,5,Sending money is easy and…,Sending money is easy and straightforward.  Sending receipt to recipient is easy.  Service is prompt.  No issues so far.,2023-09-29
Sanjay,1,GB,5,Great easy to use and quick,No review text,2023-09-27
Sayyora ,3,US,5,Best and quickest service!I used Money Gramm from my fone more…,"I used Money Gramm from my fone more than 2 years. I’m truly grateful for the easy, quick and very friendly job they did worldwide! Much appreciated!",2023-10-02
Epifania,1,US,5,The money get there  fast,I don't have now  campaign for  money gram is fast  .for the families  is very nede  you  help.,2023-10-02
Ornelo Martins,4,GB,5,Good service,No review text,2023-09-22
Philip Green,3,US,5,The convenience,No review text,2023-10-02
Orlando Semedo,2,US,4,Very very good,No review text,2023-09-18
DAVID,2,US,3,I don't think I got my discount for…,"I don't think I got my discount for sending money to my wife! Since I joined your special program,the sending process was the same!",2023-09-29
Amalia,1,US,5,Accurate and efficient on point and a safe way of sending money abroad.,Accurate and efficient,2023-09-29
Terriann,1,US,5,It's the best money service so far,I was blocked from moneygram years ago still block so this is my only way out to send . money,2023-10-02
Martin,1,US,5,Timely,it's timely and rate is great,2023-10-01
Wassiou,1,US,5,Money transfer,Moneygram is the best transfer money in US. I love doing business with you !!!,2023-10-01
Yovi,2,US,4,I wish you guys was be able to fix the…,"I wish you guys was be able to fix the customer names when we make mistakes writing certain names, with out giving us such of a hard time, so we don’t have to cancel and lose our fees.",2023-10-02
A happy customer,4,GB,5,"very fast,and very good exchange…","very fast,and very good exchange rate.Im happy with MoneyGram .",2023-10-02
Jennifer,1,GB,5,So quick and easy to use,So quick and easy to use. Definitely going to use this app all the time,2023-09-22
Toyin,1,GM,3,Why does it take 24 hours…?,Why does it take 24 hours after I send money to Nigeria with MoneyGram before the recipient can receive it? That is not the same experience if/when I send money to other countries.,2023-09-19
Mourad,1,US,5,Great service and very smooth,MoneyGram is the best company for the money transfer 🙌,2023-10-02
Joanna ,8,GB,5,Very easy to use.,Very easy to use.Very quick transfers between different countriesNo fees.Good exchange.,2023-10-02
Tahidur Rahman,5,US,5,Easy and secure transfer,No review text,2023-09-29
Charles,1,US,5,The ease of being able to send money…,The ease of being able to send money and track it.,2023-09-28
Mohira Downing,1,US,5,Money Gram is the best company that delivers…,This is the best company that delivers money on time. I am very pleased!,2022-12-01
Michael,1,US,5,10/10,10/10 excellent service,2023-10-01
